-1     -3.7941e-06     -2.37324e-07    15.987
-0.995     -3.77138e-06     -2.35903e-07    15.987
-0.99     -3.70337e-06     -2.31651e-07    15.9868
-0.985     -3.59044e-06     -2.24591e-07    15.9866
-0.98     -3.43327e-06     -2.14764e-07    15.9863
-0.975     -3.23284e-06     -2.02232e-07    15.9858
-0.97     -2.99044e-06     -1.87075e-07    15.9852
-0.965     -2.70775e-06     -1.69399e-07    15.9845
-0.96     -2.38688e-06     -1.49334e-07    15.9835
-0.955     -2.03037e-06     -1.2704e-07    15.9821
-0.95     -1.64128e-06     -1.02707e-07    15.9802
-0.945     -1.22317e-06     -7.65583e-08    15.9769
-0.94     -7.80155e-07     -4.88507e-08    15.9702
-0.935     -3.16916e-07     -1.98764e-08    15.9443
-0.93     1.61332e-07     1.00382e-08    16.0719
-0.925     6.48845e-07     4.0534e-08    16.0074
-0.92     1.1394e-06     7.1222e-08    15.9979
-0.915     1.62636e-06     1.01687e-07    15.9938
-0.91     2.10276e-06     1.31493e-07    15.9915
-0.905     2.56141e-06     1.6019e-07    15.9898
-0.9     2.99499e-06     1.8732e-07    15.9886
-0.895     3.39623e-06     2.12429e-07    15.9876
-0.89     3.75804e-06     2.35072e-07    15.9868
-0.885     4.07366e-06     2.54826e-07    15.986
-0.88     4.3368e-06     2.71298e-07    15.9854
-0.875     4.54185e-06     2.84135e-07    15.9848
-0.87     4.68399e-06     2.93037e-07    15.9843
-0.865     4.75937e-06     2.97762e-07    15.9838
-0.86     4.7652e-06     2.98135e-07    15.9834
-0.855     4.69988e-06     2.94055e-07    15.983
-0.85     4.56306e-06     2.85501e-07    15.9826
-0.845     4.35573e-06     2.72534e-07    15.9823
-0.84     4.08021e-06     2.55299e-07    15.982
-0.835     3.74014e-06     2.34025e-07    15.9818
-0.83     3.34049e-06     2.09021e-07    15.9816
-0.825     2.8874e-06     1.80672e-07    15.9814
-0.82     2.38812e-06     1.49432e-07    15.9813
-0.815     1.85089e-06     1.15817e-07    15.9812
-0.81     1.28473e-06     8.03895e-08    15.9813
-0.805     6.99261e-07     4.37541e-08    15.9816
-0.8     1.04537e-07     6.53889e-09    15.9869
-0.795     -4.89215e-07     -3.06156e-08    15.9793
-0.79     -1.0718e-06     -6.70711e-08    15.98
-0.785     -1.63326e-06     -1.02205e-07    15.9802
-0.78     -2.16415e-06     -1.35425e-07    15.9804
-0.775     -2.65567e-06     -1.66181e-07    15.9806
-0.77     -3.0999e-06     -1.93977e-07    15.9808
-0.765     -3.48994e-06     -2.18381e-07    15.981
-0.76     -3.82006e-06     -2.39035e-07    15.9812
-0.755     -4.08583e-06     -2.5566e-07    15.9815
-0.75     -4.28414e-06     -2.68063e-07    15.9818
-0.745     -4.41327e-06     -2.76137e-07    15.9822
-0.74     -4.47291e-06     -2.79861e-07    15.9826
-0.735     -4.46411e-06     -2.79302e-07    15.9831
-0.73     -4.38922e-06     -2.74607e-07    15.9836
-0.725     -4.25181e-06     -2.65999e-07    15.9843
-0.72     -4.05652e-06     -2.5377e-07    15.9851
-0.715     -3.80898e-06     -2.3827e-07    15.986
-0.71     -3.51558e-06     -2.19902e-07    15.987
-0.705     -3.18336e-06     -1.99105e-07    15.9883
-0.7     -2.81977e-06     -1.76347e-07    15.9899
-0.695     -2.43254e-06     -1.5211e-07    15.9919
-0.69     -2.02947e-06     -1.26884e-07    15.9947
-0.685     -1.61828e-06     -1.01151e-07    15.9986
-0.68     -1.20641e-06     -7.53776e-08    16.0049
-0.675     -8.00901e-07     -5.00037e-08    16.0168
-0.67     -4.08258e-07     -2.54368e-08    16.0499
-0.665     -3.43412e-08     -2.04345e-09    16.8055
-0.66     3.15721e-07     1.98555e-08    15.901
-0.655     6.376e-07     3.99892e-08    15.9443
-0.65     9.27799e-07     5.81391e-08    15.9583
-0.645     1.18368e-06     7.41405e-08    15.9654
-0.64     1.40346e-06     8.78816e-08    15.9699
-0.635     1.58618e-06     9.93026e-08    15.9732
-0.63     1.73165e-06     1.08393e-07    15.9757
-0.625     1.84044e-06     1.15187e-07    15.9778
-0.62     1.91375e-06     1.19761e-07    15.9797
-0.615     1.95336e-06     1.22227e-07    15.9814
-0.61     1.96156e-06     1.22727e-07    15.983
-0.605     1.94101e-06     1.2143e-07    15.9846
-0.6     1.89469e-06     1.18521e-07    15.9861
-0.595     1.82579e-06     1.142e-07    15.9877
-0.59     1.73763e-06     1.08675e-07    15.9893
-0.585     1.63358e-06     1.02156e-07    15.9909
-0.58     1.51694e-06     9.4852e-08    15.9927
-0.575     1.39095e-06     8.69638e-08    15.9946
-0.57     1.25867e-06     7.86835e-08    15.9967
-0.565     1.12297e-06     7.01899e-08    15.999
-0.56     9.86444e-07     6.16465e-08    16.0016
-0.555     8.51442e-07     5.31995e-08    16.0047
-0.55     7.20005e-07     4.49768e-08    16.0084
-0.545     5.93879e-07     3.70872e-08    16.013
-0.54     4.745e-07     2.96208e-08    16.0191
-0.535     3.63011e-07     2.26488e-08    16.0278
-0.53     2.60263e-07     1.62244e-08    16.0415
-0.525     1.66844e-07     1.03841e-08    16.0673
-0.52     8.3088e-08     5.14879e-09    16.1374
-0.515     9.11039e-09     5.25542e-10    17.3352
-0.51     -5.51723e-08     -3.49101e-09    15.8041
-0.505     -1.10012e-07     -6.91674e-09    15.9052
-0.5     -1.55803e-07     -9.77638e-09    15.9367
-0.495     -1.93053e-07     -1.21018e-08    15.9525
-0.49     -2.22355e-07     -1.39302e-08    15.9621
-0.485     -2.44368e-07     -1.53028e-08    15.9688
-0.48     -2.59791e-07     -1.62635e-08    15.9739
-0.475     -2.6934e-07     -1.6857e-08    15.9779
-0.47     -2.73737e-07     -1.71286e-08    15.9813
-0.465     -2.73688e-07     -1.71224e-08    15.9842
-0.46     -2.69875e-07     -1.68812e-08    15.9867
-0.455     -2.62943e-07     -1.64452e-08    15.989
-0.45     -2.53493e-07     -1.58521e-08    15.9912
-0.445     -2.4208e-07     -1.51365e-08    15.9931
-0.44     -2.29201e-07     -1.43296e-08    15.995
-0.435     -2.15304e-07     -1.34592e-08    15.9968
-0.43     -2.00778e-07     -1.25498e-08    15.9985
-0.425     -1.85961e-07     -1.16225e-08    16.0001
-0.42     -1.71138e-07     -1.0695e-08    16.0017
-0.415     -1.56546e-07     -9.78212e-09    16.0033
-0.41     -1.42377e-07     -8.89586e-09    16.0048
-0.405     -1.2878e-07     -8.04559e-09    16.0063
-0.4     -1.1587e-07     -7.23838e-09    16.0078
-0.395     -1.03728e-07     -6.47924e-09    16.0092
-0.39     -9.24047e-08     -5.77144e-09    16.0107
-0.385     -8.19288e-08     -5.11668e-09    16.0121
-0.38     -7.23078e-08     -4.51541e-09    16.0135
-0.375     -6.35321e-08     -3.96705e-09    16.0149
-0.37     -5.55789e-08     -3.47015e-09    16.0163
-0.365     -4.84152e-08     -3.0226e-09    16.0177
-0.36     -4.19999e-08     -2.62187e-09    16.019
-0.355     -3.62866e-08     -2.26502e-09    16.0204
-0.35     -3.12256e-08     -1.94895e-09    16.0218
-0.345     -2.67653e-08     -1.67041e-09    16.0232
-0.34     -2.28539e-08     -1.42618e-09    16.0245
-0.335     -1.94402e-08     -1.21305e-09    16.0259
-0.33     -1.64747e-08     -1.02792e-09    16.0272
-0.325     -1.39103e-08     -8.67853e-10    16.0284
-0.32     -1.17024e-08     -7.30045e-10    16.0297
-0.315     -9.80966e-09     -6.11922e-10    16.0309
-0.31     -8.19396e-09     -5.11096e-10    16.0321
-0.305     -6.82042e-09     -4.25391e-10    16.0333
-0.3     -5.65745e-09     -3.52833e-10    16.0344
-0.295     -4.67669e-09     -2.91643e-10    16.0357
-0.29     -3.85283e-09     -2.40253e-10    16.0366
-0.285     -3.16343e-09     -1.97255e-10    16.0373
-0.28     -2.58871e-09     -1.61412e-10    16.0379
-0.275     -2.1114e-09     -1.31649e-10    16.0381
-0.27     -1.71645e-09     -1.0702e-10    16.0386
-0.265     -1.39083e-09     -8.67152e-11    16.0391
-0.26     -1.12335e-09     -7.00372e-11    16.0393
-0.255     -9.04378e-10     -5.63896e-11    16.038
-0.25     -7.25779e-10     -4.52578e-11    16.0366
-0.245     -5.80599e-10     -3.62091e-11    16.0346
-0.24     -4.63002e-10     -2.88733e-11    16.0357
-0.235     -3.68056e-10     -2.29629e-11    16.0283
-0.23     -2.91676e-10     -1.82039e-11    16.0228
-0.225     -2.30432e-10     -1.43862e-11    16.0177
-0.22     -1.81486e-10     -1.13352e-11    16.0108
-0.215     -1.42498e-10     -8.90812e-12    15.9965
-0.21     -1.11539e-10     -6.98152e-12    15.9763
-0.205     -8.70503e-11     -5.45714e-12    15.9516
-0.2     -6.77254e-11     -4.25524e-12    15.9158
-0.195     -5.25341e-11     -3.30623e-12    15.8894
-0.19     -4.06258e-11     -2.56478e-12    15.8399
-0.185     -3.13244e-11     -1.98689e-12    15.7655
-0.18     -2.40873e-11     -1.5352e-12    15.69
-0.175     -1.84556e-11     -1.18777e-12    15.538
-0.17     -1.4107e-11     -9.16054e-13    15.3998
-0.165     -1.07476e-11     -7.0231e-13    15.3033
-0.16     -8.16863e-12     -5.41737e-13    15.0786
-0.155     -6.18783e-12     -4.17589e-13    14.818
-0.15     -4.6783e-12     -3.2642e-13    14.3322
-0.145     -3.52491e-12     -2.48674e-13    14.1748
-0.14     -2.64837e-12     -1.99414e-13    13.2807
-0.135     -1.97995e-12     -1.59584e-13    12.4069
-0.13     -1.48415e-12     -1.24612e-13    11.9101
-0.125     -1.10142e-12     -1.05154e-13    10.4743
-0.12     -8.25033e-13     -8.11707e-14    10.1642
-0.115     -6.07015e-13     -7.28416e-14    8.33335
-0.11     -4.44093e-13     -6.73337e-14    6.5954
-0.105     -3.30278e-13     -5.34537e-14    6.17877
-0.1     -2.41288e-13     -5.59274e-14    4.3143
-0.095     -1.84079e-13     -5.1159e-14    3.59817
-0.09     -1.35743e-13     -4.05817e-14    3.34492
-0.085     -9.05409e-14     -4.93425e-14    1.83495
-0.08     -7.18979e-14     -3.73852e-14    1.92317
-0.075     -5.37793e-14     -3.88855e-14    1.38302
-0.07     -3.93902e-14     -3.94148e-14    0.999376
-0.065     -2.59716e-14     -4.28044e-14    0.60675
-0.06     -2.01642e-14     -4.11278e-14    0.490282
-0.055     -1.88666e-14     -3.20639e-14    0.588405
-0.05     -7.46986e-15     -4.05622e-14    0.184158
-0.045     -5.60489e-15     -4.2605e-14    0.131555
-0.04     -7.9544e-15     -3.54136e-14    0.224614
-0.035     -6.50567e-15     -3.54986e-14    0.183266
-0.03     -6.82797e-15     -3.52073e-14    0.193936
-0.025     -1.71276e-15     -3.51735e-14    0.0486947
-0.02     -2.73969e-15     -3.74527e-14    0.0731506
-0.015     -4.83411e-15     -3.67659e-14    0.131483
-0.01     -2.08152e-15     -3.91387e-14    0.053183
-0.005     -2.54548e-15     -3.99484e-14    0.0637192
0     1.38101e-15     -4.23872e-14    -0.0325808
0.005     -3.82375e-15     -3.74714e-14    0.102044
0.01     -6.80764e-15     -3.8306e-14    0.177717
0.015     -3.89559e-15     -3.68664e-14    0.105668
0.02     -1.66899e-16     -4.18766e-14    0.0039855
0.025     -2.62158e-15     -4.06909e-14    0.0644268
0.03     -7.18533e-15     -3.70587e-14    0.193891
0.035     -6.1654e-15     -3.83976e-14    0.160567
0.04     -1.32293e-14     -3.47485e-14    0.380716
0.045     -1.14901e-14     -3.56461e-14    0.322337
0.05     -9.82285e-15     -3.8612e-14    0.254399
0.055     -1.75545e-14     -3.72955e-14    0.470688
0.06     -1.99262e-14     -3.60237e-14    0.553142
0.065     -3.10012e-14     -3.99143e-14    0.776695
0.07     -3.80207e-14     -3.93028e-14    0.967379
0.075     -5.72708e-14     -4.12222e-14    1.38932
0.08     -6.77404e-14     -4.37858e-14    1.54709
0.085     -9.7901e-14     -4.35839e-14    2.24626
0.09     -1.27487e-13     -4.25774e-14    2.99425
0.095     -1.82506e-13     -4.89437e-14    3.72889
0.1     -2.40905e-13     -5.5231e-14    4.36178
0.105     -3.35555e-13     -5.82398e-14    5.76161
0.11     -4.48858e-13     -6.58998e-14    6.81122
0.115     -6.0509e-13     -7.5382e-14    8.02698
0.12     -8.18786e-13     -9.08781e-14    9.00972
0.125     -1.10366e-12     -1.06614e-13    10.352
0.13     -1.47488e-12     -1.31296e-13    11.2333
0.135     -1.97816e-12     -1.60099e-13    12.3559
0.14     -2.64513e-12     -2.0332e-13    13.0097
0.145     -3.52615e-12     -2.54081e-13    13.878
0.15     -4.67483e-12     -3.29246e-13    14.1986
0.155     -6.19063e-12     -4.18019e-13    14.8094
0.16     -8.16908e-12     -5.43603e-13    15.0277
0.165     -1.07471e-11     -7.05714e-13    15.2287
0.17     -1.41064e-11     -9.13576e-13    15.4408
0.175     -1.84584e-11     -1.18751e-12    15.5437
0.18     -2.40858e-11     -1.54083e-12    15.6317
0.185     -3.13244e-11     -1.99137e-12    15.7301
0.19     -4.06291e-11     -2.5706e-12    15.8053
0.195     -5.2537e-11     -3.30882e-12    15.8779
0.2     -6.77299e-11     -4.25319e-12    15.9245
0.205     -8.70488e-11     -5.45959e-12    15.9442
0.21     -1.11539e-10     -6.98248e-12    15.974
0.215     -1.42497e-10     -8.91297e-12    15.9876
0.22     -1.81481e-10     -1.13439e-11    15.9982
0.225     -2.30433e-10     -1.43859e-11    16.018
0.23     -2.91683e-10     -1.82065e-11    16.0208
0.235     -3.68061e-10     -2.29647e-11    16.0273
0.24     -4.63001e-10     -2.88815e-11    16.0311
0.245     -5.80599e-10     -3.62057e-11    16.0361
0.25     -7.25774e-10     -4.52609e-11    16.0354
0.255     -9.04379e-10     -5.63901e-11    16.0379
0.26     -1.12334e-09     -7.00423e-11    16.038
0.265     -1.39083e-09     -8.67236e-11    16.0375
0.27     -1.71645e-09     -1.07028e-10    16.0374
0.275     -2.11141e-09     -1.31649e-10    16.0382
0.28     -2.58871e-09     -1.61413e-10    16.0378
0.285     -3.16342e-09     -1.97259e-10    16.0369
0.29     -3.85284e-09     -2.40264e-10    16.0358
0.295     -4.67669e-09     -2.91651e-10    16.0353
0.3     -5.65745e-09     -3.52831e-10    16.0344
0.305     -6.82041e-09     -4.25397e-10    16.033
0.31     -8.19396e-09     -5.11103e-10    16.0319
0.315     -9.80966e-09     -6.11929e-10    16.0307
0.32     -1.17024e-08     -7.30046e-10    16.0296
0.325     -1.39103e-08     -8.67856e-10    16.0283
0.33     -1.64747e-08     -1.02793e-09    16.0271
0.335     -1.94402e-08     -1.21306e-09    16.0258
0.34     -2.28539e-08     -1.42619e-09    16.0244
0.345     -2.67653e-08     -1.67042e-09    16.0231
0.35     -3.12256e-08     -1.94895e-09    16.0218
0.355     -3.62866e-08     -2.26502e-09    16.0204
0.36     -4.19999e-08     -2.62187e-09    16.019
0.365     -4.84152e-08     -3.02261e-09    16.0177
0.37     -5.55789e-08     -3.47015e-09    16.0163
0.375     -6.35321e-08     -3.96706e-09    16.0149
0.38     -7.23078e-08     -4.51542e-09    16.0135
0.385     -8.19288e-08     -5.11668e-09    16.0121
0.39     -9.24047e-08     -5.77144e-09    16.0107
0.395     -1.03728e-07     -6.47925e-09    16.0092
0.4     -1.1587e-07     -7.23838e-09    16.0078
0.405     -1.2878e-07     -8.0456e-09    16.0063
0.41     -1.42377e-07     -8.89587e-09    16.0048
0.415     -1.56546e-07     -9.78212e-09    16.0033
0.42     -1.71138e-07     -1.0695e-08    16.0017
0.425     -1.85961e-07     -1.16225e-08    16.0001
0.43     -2.00778e-07     -1.25498e-08    15.9985
0.435     -2.15304e-07     -1.34592e-08    15.9968
0.44     -2.29201e-07     -1.43296e-08    15.995
0.445     -2.4208e-07     -1.51365e-08    15.9931
0.45     -2.53493e-07     -1.58521e-08    15.9912
0.455     -2.62943e-07     -1.64452e-08    15.989
0.46     -2.69875e-07     -1.68812e-08    15.9867
0.465     -2.73688e-07     -1.71225e-08    15.9842
0.47     -2.73737e-07     -1.71286e-08    15.9813
0.475     -2.6934e-07     -1.6857e-08    15.9779
0.48     -2.59791e-07     -1.62635e-08    15.9739
0.485     -2.44368e-07     -1.53028e-08    15.9688
0.49     -2.22355e-07     -1.39302e-08    15.9621
0.495     -1.93053e-07     -1.21018e-08    15.9524
0.5     -1.55803e-07     -9.77638e-09    15.9367
0.505     -1.10012e-07     -6.91674e-09    15.9052
0.51     -5.51723e-08     -3.49101e-09    15.8041
0.515     9.11039e-09     5.25532e-10    17.3356
0.52     8.3088e-08     5.14878e-09    16.1374
0.525     1.66844e-07     1.03841e-08    16.0673
0.53     2.60263e-07     1.62244e-08    16.0415
0.535     3.63011e-07     2.26488e-08    16.0278
0.54     4.745e-07     2.96208e-08    16.0191
0.545     5.93879e-07     3.70872e-08    16.013
0.55     7.20005e-07     4.49768e-08    16.0084
0.555     8.51442e-07     5.31995e-08    16.0047
0.56     9.86444e-07     6.16465e-08    16.0016
0.565     1.12297e-06     7.01899e-08    15.999
0.57     1.25867e-06     7.86835e-08    15.9967
0.575     1.39095e-06     8.69638e-08    15.9946
