-1 0.319043
-0.99 0.319087
-0.98 0.31924
-0.97 0.319543
-0.96 0.31983
-0.95 0.320447
-0.94 0.320815
-0.93 0.321776
-0.92 0.322217
-0.91 0.323467
-0.9 0.324092
-0.89 0.325431
-0.88 0.326481
-0.87 0.327645
-0.86 0.329272
-0.85 0.330296
-0.84 0.332154
-0.83 0.33361
-0.82 0.335068
-0.81 0.337223
-0.8 0.338641
-0.79 0.340498
-0.78 0.342826
-0.77 0.344334
-0.76 0.346323
-0.75 0.348927
-0.74 0.350665
-0.73 0.352359
-0.72 0.355134
-0.71 0.357742
-0.7 0.359181
-0.69 0.360715
-0.68 0.364
-0.67 0.369223
-0.66 0.375526
-0.65 0.382131
-0.64 0.388728
-0.63 0.395277
-0.62 0.4018
-0.61 0.408304
-0.6 0.414787
-0.59 0.421246
-0.58 0.427676
-0.57 0.434074
-0.56 0.440436
-0.55 0.446758
-0.54 0.453038
-0.53 0.459271
-0.52 0.465453
-0.51 0.471582
-0.5 0.477654
-0.49 0.483665
-0.48 0.489611
-0.47 0.49549
-0.46 0.501299
-0.45 0.507033
-0.44 0.51269
-0.43 0.518266
-0.42 0.523758
-0.41 0.529164
-0.4 0.53448
-0.39 0.539703
-0.38 0.544831
-0.37 0.54986
-0.36 0.554788
-0.35 0.559611
-0.34 0.564329
-0.33 0.568937
-0.32 0.573434
-0.31 0.577817
-0.3 0.582084
-0.29 0.586232
-0.28 0.590259
-0.27 0.594164
-0.26 0.597944
-0.25 0.601597
-0.24 0.605122
-0.23 0.608516
-0.22 0.611778
-0.21 0.614907
-0.2 0.6179
-0.19 0.620756
-0.18 0.623474
-0.17 0.626053
-0.16 0.628491
-0.15 0.630787
-0.14 0.63294
-0.13 0.634949
-0.12 0.636813
-0.11 0.638532
-0.1 0.640103
-0.09 0.641527
-0.08 0.642803
-0.07 0.64393
-0.06 0.644908
-0.05 0.645736
-0.04 0.646414
-0.03 0.646942
-0.02 0.647319
-0.01 0.647546
0 0.647621
0.01 0.647546
0.02 0.647319
0.03 0.646942
0.04 0.646414
0.05 0.645736
0.06 0.644908
0.07 0.64393
0.08 0.642803
0.09 0.641527
0.1 0.640103
0.11 0.638532
0.12 0.636813
0.13 0.634949
0.14 0.63294
0.15 0.630787
0.16 0.628491
0.17 0.626053
0.18 0.623474
0.19 0.620756
0.2 0.6179
0.21 0.614907
0.22 0.611778
0.23 0.608516
0.24 0.605122
0.25 0.601597
0.26 0.597944
0.27 0.594164
0.28 0.590259
0.29 0.586232
0.3 0.582084
0.31 0.577817
0.32 0.573434
0.33 0.568937
0.34 0.564329
0.35 0.559611
0.36 0.554788
0.37 0.54986
0.38 0.544831
0.39 0.539703
0.4 0.53448
0.41 0.529164
0.42 0.523758
0.43 0.518266
0.44 0.51269
0.45 0.507033
0.46 0.501299
0.47 0.49549
0.48 0.489611
0.49 0.483665
0.5 0.477654
0.51 0.471582
0.52 0.465453
0.53 0.459271
0.54 0.453038
0.55 0.446758
0.56 0.440436
0.57 0.434074
0.58 0.427676
0.59 0.421246
0.6 0.414787
0.61 0.408304
0.62 0.4018
0.63 0.395277
0.64 0.388728
0.65 0.382131
0.66 0.375526
0.67 0.369223
0.68 0.364
0.69 0.360715
0.7 0.359181
0.71 0.357742
0.72 0.355134
0.73 0.352359
0.74 0.350665
0.75 0.348927
0.76 0.346323
0.77 0.344334
0.78 0.342826
0.79 0.340498
0.8 0.338641
0.81 0.337223
0.82 0.335068
0.83 0.33361
0.84 0.332154
0.85 0.330296
0.86 0.329272
0.87 0.327645
0.88 0.326481
0.89 0.325431
0.9 0.324092
0.91 0.323467
0.92 0.322217
0.93 0.321776
0.94 0.320815
0.95 0.320447
0.96 0.31983
0.97 0.319543
0.98 0.31924
0.99 0.319087
